id,name__en,name__fr,name__zh,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,website,facebook,original_wikiname,name__es,name__nl,name__de,name__ru,name__hu,identifier__freebase,family_name,twitter,name__nb,name__da,name__nn,name__sv,name__it,wikipedia__de,image,identifier__VIAF,identifier__FAST,wikipedia__it,name__zh_hant,name__zh_cn,name__ja,wikipedia__fr,death_date,name__en_gb,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__NLA,identifier__NLAtrove,name__pl,wikipedia__pl,name__pt,name__wuu,name__yue,name__tl,wikipedia__no,wikipedia__pt,wikipedia__tl,wikipedia__wuu,wikipedia__zh_yue,identifier__Britannica,name__id,name__uk,name__si,name__vi,name__fa,name__he,name__bn,name__ar,name__la,name__ca,wikipedia__ar,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__id,wikipedia__la,wikipedia__ru,wikipedia__simple,wikipedia__si,wikipedia__uk,wikipedia__vi,identifier__NNDB,name__en_ca,name__nds,identifier__BNF,identifier__SUDOC,identifier__CANTIC,name__zh_hans,name__zh_hk,wikipedia__sv,name__sq,wikipedia__sq,name__ro,name__cy,name__zh_sg,name__zh_tw,name__ko,wikipedia__enwikiquote,wikipedia__ja,wikipedia__ko,name__eo,wikipedia__enwikinews,wikipedia__eo,name__af,name__an,name__br,name__bs,name__ceb,name__cs,name__et,name__eu,name__fi,name__ga,name__gl,name__hr,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__tr,name__vec,name__wa,name__gsw,name__mg,wikipedia__mg,identifier__NDL,identifier__NTA,identifier__NUKAT,wikipedia__fi,wikipedia__nl,identifier__IMDB,identifier__Munzinger,identifier__CSPAN,name__sr,name__sh,wikipedia__sh,wikipedia__sr,name__mr,name__de_ch,name__el,name__pt_br,name__ta,name__ms,name__be_tarask,name__fo,name__kl,name__sco,name__ne,name__be,name__ur,name__min,name__mn,name__hi,name__bg,name__io,name__th,name__hy,name__mk,name__lv,name__yi,name__ka,name__ckb,name__hif,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__hif,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tr,wikipedia__ur,wikipedia__yi,honorific_prefix,identifier__OLID,identifier__wikitree,identifier__GTAA,identifier__AuDB,name__qu,name__uz,name__vo,name__oc,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__ht,name__ku,name__war,name__tpi,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__yo,wikipedia__zh_min_nan,identifier__TED,name__gv,wikipedia__gv,wikipedia__gl,name__jv,wikipedia__dewikiquote,wikipedia__is,wikipedia__jv,wikipedia__lb,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__ast,wikipedia__ast,identifier__MusicBrainz,identifier__discogs,instagram,linkedin,identifier__google_plus,name__bar,name__co,name__fur,name__gd,name__li,name__lij,name__nap,name__pcd,name__sc,name__scn,name__vls,identifier__ULAN,name__de_at,name__frp,name__ia,name__ie,name__kg,name__nrm,name__sr_el,name__sw,name__wo,name__zu,name__sm,wikipedia__ie,wikipedia__mk,wikipedia__sm,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__ATP,identifier__ITF,identifier__NLI
Q335697,Anthony Albanese,Anthony Albanese,安東尼·阿爾巴尼西,Anthony Albanese,Anthony Albanese,安東尼·阿爾巴尼西,male,1963-03-02,Anthony,http://www.anthonyalbanese.com.au/,,Anthony Albanese,Anthony Albanese,Anthony Albanese,Anthony Albanese,,Anthony Albanese,/m/02pr9v,,,Anthony Albanese,,Anthony Albanese,,,Anthony Albanese,https://upload.wikimedia.org/wikipedia/commons/c/cb/Anthony_Albanese.jpg,92625366,,,,,アンソニー・アルバネーゼ,Anthony Albanese,,,,,,,528813,Anthony Albanese,Anthony Albanese,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Albanese,,,,,,,,,,,,,,,,,,,Anthony Albanese,Anthony Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3379071,Philip Ruddock,Philip Ruddock,菲利浦·路多克,Philip Ruddock,Philip Ruddock,菲利浦·路多克,male,1943-03-12,Philip,,,Philip Ruddock,Philip Ruddock,Philip Ruddock,Philip Ruddock,,Philip Ruddock,,,,Philip Ruddock,Philip Ruddock,Philip Ruddock,Philip Ruddock,,,https://upload.wikimedia.org/wikipedia/commons/4/47/PhilipRuddock.jpg,36027007,,,菲利普·羅德克,菲利普·罗德克,フィリップ・ルドック,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q348577,Tony Abbott,Tony Abbott,托尼·阿博特,Tony Abbott,Tony Abbott,托尼·阿博特,male,1957-11-04,Tony,http://www.tonyabbott.com.au/,tonyabbottmp,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,"Эбботт, Тони",Tony Abbott,/m/02pr80,Abbott,TonyAbbottMHR,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,https://upload.wikimedia.org/wikipedia/commons/9/9b/Tony_Abbott_-_2010.jpg,4191840,1526005,Tony Abbott,東尼·艾伯特,托尼·阿博特,トニー・アボット,Tony Abbott,,Tony Abbott,0000 0001 1466 4201,130825867,n96014338,35376901,,Tony Abbott,Tony Abbott,Tony Abbott,,,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,,,biography/Tony-Abbott,Tony Abbott,Тоні Ебботт,,Tony Abbott,تونی ابوت,טוני אבוט,টনি অ্যাবট,توني أبوت,Antonius Abbott,Tony Abbott,توني أبوت,টনি অ্যাবট,Tony Abbott,Category:Tony Abbott,Tony Abbott,تونی ابوت,טוני אבוט,Tony Abbott,Antonius Abbott,"Эбботт, Тони",Tony Abbott,,Тоні Ебботт,Tony Abbott,,Tony Abbott,,,130989169,,托尼·阿博特,東尼·阿博特,Tony Abbott,,,Tony Abbott,,托尼·阿博特,東尼·艾伯特,토니 애벗,Tony Abbott,トニー・アボット,토니 애벗,Tony Abbott,,Tony Abbott,Tony Abbott,,,,,Tony Abbott,Tony Abbott,,Tony Abbott,,,Tony Abbott,Tony Abbott,,,Tony Abbott,,,,,Tony Abbott,,,,Tony Abbott,Tony Abbott,,,,Tony Abbott,Tony Abbott,,,,Тони Абот,Tony Abbott,Tony Abbott,Тони Абот,टोनी ॲबट,Tony Abbott,Τόνι Άμποτ,Tony Abbott,டோனி அபோட்,Tony Abbott,Тоні Эбат,Tony Abbott,Tony Abbott,Tony Abbott,टोनी एबोट,Тоні Эбат,ٹونی ایبٹ,Tony Abbott,Тони Эбботт,टोनी एबॉट,Тони Абът,Anthony John Abbott,โทนี แอบบ็อตต์,Թոնի Էբոթ,Тони Абот,Tonijs Ebots,טאני אבאט,ტონი ებოტი,تۆنی ئەبۆت,Tony Abbott,Tony Abbott,Тоні Эбат,Тоні Эбат,Тони Абът,تۆنی ئەبۆت,Tony Abbott,Tony Abbott,Τόνι Άμποτ,Tony Abbott,Tony Abbott,टोनी एबॉट,टोनी अबोट,Tony Abbott,Tony Abbott,Թոնի Էբոթ,Anthony John Abbott,Tony Abbott,ტონი ებოტი,Tony Abbott,Tonijs Ebots,Tony Abbott,Тони Эбботт,टोनी ॲबट,Tony Abbott,टोनी एबोट,Tony Abbott,Tony Abbott,Категория:Тони Эбботт,Тони Эбботт,Tony Abbott,டோனி அபோட்,โทนี แอบบ็อตต์,โทนี แอบบ็อตต์,Tony Abbott,ٹونی ایبٹ,טאני אבאט,The Honourable,OL514471A,Abbott-3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3696471,Craig Thomson,Craig Thomson,克拉格·托馬森,Craig Thomson,Craig Thomson (politician),,male,1964-07-31,Craig,,,Craig Thomson (politician),Craig Thomson,Craig Thomson,Craig Thomson,Крэйг Томсон,Craig Thomson,,,,Craig Thomson,Craig Thomson,Craig Thomson,Craig Thomson,Craig Thomson,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Craig_Thomson.jpg,,,Craig Thomson (politico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q374949,Andrew Peacock,Andrew Peacock,,Andrew Peacock,Andrew Peacock,,male,1939-02-13,Andrew,,,Andrew Peacock,Andrew Peacock,Andrew Peacock,Andrew Peacock,,Andrew Peacock,/m/01s349,,,Andrew Peacock,Andrew Peacock,Andrew Peacock,Andrew Peacock,,Andrew Peacock,https://upload.wikimedia.org/wikipedia/commons/b/ba/Andrew_Peacock.jpg,13561933,21835,,安德魯·皮考克,安德鲁·皮考克,アンドリュー・ピーコック,Andrew Peacock,,,,,,,,Andrew Peacock,Andrew Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q381902,Gareth Evans,Gareth Evans,校監,Gareth Evans,Gareth Evans (politician),,male,1944-09-05,Gareth,,,Gareth Evans (politician),Gareth Evans,Gareth Evans,Gareth Evans,,Gareth Evans,/m/0396q7,,,Gareth Evans,Gareth Evans,Gareth Evans,Gareth Evans,,Gareth Evans,https://upload.wikimedia.org/wikipedia/commons/b/bf/Gareth_Evans_University_of_Melbourne.jpg,109000124,22137,,,,ギャレス・エバンス,Gareth John Evans,,,,123911478,n78006888,,,,,,,,,,,,,,,Gareth Evans,,,,,,,,,,,,,,,,,Gareth Evans (politikus),,,,,,,,,,12425793h,033387028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314939296,,,Gareth Evans (politicus),nm0262768,00000020234,garethevans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3857414,Mike Kelly,Mike Kelly,,Mike Kelly,Mike Kelly (Australian politician),,male,1960-02-23,Mike,,,Mike Kelly (Australian politician),Mike Kelly,Mike Kelly,Mike Kelly,Майк Келли,Mike Kelly,,Kelly,,Mike Kelly,Mike Kelly,Mike Kelly,Mike Kelly,Mike Kelly,,https://upload.wikimedia.org/wikipedia/commons/1/14/Mike_Kelly.jpg,,,Mike Kelly (politico australiano),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41563,Julia Gillard,Julia Gillard,茱莉雅·吉拉德,Julia Gillard,Julia Gillard,朱莉亞·吉拉德,female,1961-09-29,Julia,,Julia-Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Джулия Гиллард,Julia Gillard,/m/02kx9r,,juliagillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,https://upload.wikimedia.org/wikipedia/commons/c/c8/Julia_Gillard_2010.jpg,120304790,1782973,Julia Gillard,茱莉雅·吉拉德,茱莉雅·吉拉德,ジュリア・ギラード,Julia Gillard,,Julia Gillard,,141054174,n2009076144,,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,茱莉亞·基勒,biography/Julia-Gillard,Julia Gillard,Джулія Гіллард,,Julia Gillard,جولیا گیلارد,ג'וליה גילארד,জুলিয়া গিলার্ড,جوليا غيلارد,Iulia Gillard,Julia Gillard,جوليا غيلارد,জুলিয়া গিলার্ড,Julia Gillard,Category:Julia Gillard,Julia Gillard,جولیا گیلارد,ג'וליה גילארד,Julia Gillard,Iulia Gillard,"Гиллард, Джулия",Julia Gillard,,Джулія Гіллард,Julia Gillard,,Julia Gillard,Julia Gillard,,,,茱莉雅·吉拉德,,Julia Gillard,,,Julia Gillard,Julia Gillard,,,줄리아 길라드,Julia Gillard,ジュリア・ギラード,줄리아 길라드,Julia Gillard,,Julia Gillard,Julia Gillard,,Julia Gillard,,,Julia Gillardová,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,,,,,Julia Gillardová,,Julia Gillard,,,,Julia Gillard,Julia Gillard,,,,Julia Gillard,Julia Gillard,,00000028306,,Џулија Гилард,Julia Gillard,Julia Gillard,Џулија Гилард,ज्युलिया जिलार्ड,Julia Gillard,Τζούλια Γκίλαρντ,Julia Gillard,ஜூலியா கிலார்ட்,Julia Gillard,Джулія Гілард,,,Julia Gillard,जुलिया गिलार्ड,Джулія Гілард,,,Жулиа Гиллард,जूलिया गिलार्ड,Джулия Гилярд,Julia Gillard,จูเลีย กิลลาร์ด,Ջուլիա Գիլլարդ,,Džūlija Gilarde,זשוליא גילארד,,جولیا گیلارد,,Julia Gillard,Джулія Гілард,Джулія Гілард,,جولیا گیلارد,Julia Gillardová,Julia Gillard,Τζούλια Γκίλαρντ,Julia Gillard,,जूलिया गिलार्ड,,Julia Gillard,,Ջուլիա Գիլարդ,Julia Gillard,,,,Džūlija Gilarde,,Жулиа Гиллард,ज्युलिया जिलार्ड,Julia Gillard,जुलिया गिलार्ड,Julia Gillard,Julia Gillard,Категория:Джулия Гиллард,,Julia Gillard,ஜூலியா கிலார்ட்,จูเลีย กิลลาร์ด,,Julia Gillard,,זשוליא גילארד,,,Gillard-237,,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillard,Julia Gillard,چوليا جيلارد,,Julia Gillard,ജൂലിയ ഗില്ലാർഡ്,Julia Gillard,,Julia Gillard,Julia Gillard,,چوليا جيلارد,Julia Gillard,Julia Gillard,,,Julia Gillard,,Julia Gillard,Julia Gillard,,Julia Gillard,,,ജൂലിയ ഗില്ലാർഡ്,Julia Gillard,Julia Gillard,,Julia Gillardová,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,,,,,,,Julia Gillard,,Julia Gillard,,,,,,,,,,,,,,Julia Gillard,,,,Julia Gillard,,,,,,,,Julia Gillard,,,,Julia Gillard,,,,Julia Gillard,,,Julia Gillard,Julia Gillard,ဂျူလီယာ ဂေးလတ်,Culiya Qillard,Gillard Džulija,Julia Gillard,Julia Gillard,Julia Gillard,Culiya Qillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,ဂျူလီယာ ဂေးလတ်,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Gillard Džulija,,,
Q43135,Kevin Rudd,Kevin Rudd,陆克文,Kevin Rudd,Kevin Rudd,陆克文,male,1957-09-21,Kevin,http://www.kevinrudd.com/,,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,"Радд, Кевин",Kevin Rudd,/m/021l9k,,KRuddMP,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Michael Rudd,Kevin Rudd,https://upload.wikimedia.org/wikipedia/commons/1/16/Kevin_Rudd_official_portrait.jpg,120090277,1682751,Kevin Michael Rudd,陸克文,陆克文,ケビン・ラッド,Kevin Rudd,,,0000 0000 8415 9203,134187873,n2007057612,,,Kevin Rudd,Kevin Rudd,Kevin Rudd,陆克文,陸克文,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,陆克文,陸克文,,Kevin Rudd,Кевін Радд,,Kevin Rudd,کوین راد,קווין ראד,কেভিন রাড,كيفن رود,Coemgenus Rudd,Kevin Rudd,كيفن رود,কেভিন রাড,Kevin Rudd,Kevin Rudd,Kevin Rudd,کوین راد,קווין ראד,Kevin Rudd,Coemgenus Rudd,"Радд, Кевин",Kevin Rudd,,Кевін Радд,Kevin Rudd,,,,,165769866,,陆克文,陸克文,Kevin Rudd,,,Kevin Rudd,Kevin Rudd,,陸克文,케빈 러드,Kevin Rudd,ケビン・ラッド,케빈 러드,Kevin Rudd,,Kevin Rudd,,,Kevin Rudd,,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,,Kevin Rudd,,,,,,,Kevin Rudd,,Kevin Rudd,,,,Kevin Rudd,Kevin Rudd,,,,Kevin Rudd,Kevin Rudd,,00000026379,,Кевин Рад,Kevin Rudd,Kevin Rudd,Кевин Рад,केव्हिन रुड,,Κέβιν Ραντ,,கெவின் ரட்,Kevin Rudd,Кевін Рад,,,Kevin Rudd,केभिन रुड,Кевін Рад,,,,कैविन रूड,Кевин Ръд,Kevin Rudd,เควิน รัดด์,,,Kevins Rads,,კევინ რადი,کێڤین ڕەد,,,Кевін Рад,Кевін Рад,Кевин Ръд,کێڤین ڕەد,Kevin Rudd,Kevin Rudd,Κέβιν Ραντ,Kevin Rudd,,केविन रड,,Kevin Rudd,Kevin Rudd,,Kevin Rudd,Kevin Michael Rudd,კევინ რადი,,Kevins Rads,,,केव्हिन रुड,Kevin Rudd,केभिन रुड,,Kevin Rudd,Категория:Кевин Радд,Кевин Радд,Kevin Rudd,கெவின் ரட்,เควิน รัดด์,,Kevin Rudd,,,,,Rudd-78,,,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Liu̍k Khiet-vùn,Kevin Rudd,Kevin Rudd,كيڤين راد,كەۋىن رۇد,Kevin Rudd,കെവിൻ റൂഡ്‌,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,ಕೆವಿನ್ ರುಡ್,كيڤين راد,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Author:Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,ಕೆವಿನ್ ರುಡ್,Kevin Rudd,കെവിൻ റൂഡ്‌,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,كەۋىن رۇد,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,kevin_rudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q434475,Carmen Lawrence,Carmen Lawrence,,Carmen Lawrence,Carmen Lawrence,,female,1948-03-02,Carmen,,,Carmen Lawrence,Carmen Lawrence,Carmen Lawrence,Carmen Lawrence,,Carmen Lawrence,,,,,,,,,Carmen Lawrence,https://upload.wikimedia.org/wikipedia/commons/8/80/Carmenlawrence.jpg,63535278,1675337,,,,,Carmen Lawrence,,,,,nb2007011725,,,,,,,,,,,,,,,,,,,,,,كارمن لورنس,,,كارمن لورنس,,,,,,,,,,Carmen Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q434649,Jenny Macklin,Jenny Macklin,,Jenny Macklin,Jenny Macklin,,female,1953-12-29,Jenny,,,Jenny Macklin,Jenny Macklin,Jenny Macklin,Jenny Macklin,,Jenny Macklin,,,,Jenny Macklin,Jenny Macklin,Jenny Macklin,Jenny Macklin,,Jenny Macklin,https://upload.wikimedia.org/wikipedia/commons/3/3a/Jennymacklin.JPG,,,,,,,Jenny Macklin,,,,,,,,Jenny Macklin,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,Category:Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q434858,Julie Bishop,Julie Bishop,朱莉·毕晓普,Julie Bishop,Julie Bishop,朱莉·毕晓普,female,1956-07-17,Julie,http://www.juliebishop.com.au,,Julie Bishop,Julie Bishop,Julie Bishop,Julie Bishop,Джули Бишоп,Julie Bishop,/m/02pz7_,Bishop,JulieBishopMP,,,,,,Julie Bishop (Politikerin),https://upload.wikimedia.org/wikipedia/commons/4/43/Julie_Bishop_2014.jpg,95123670,,,,,ジュリー・ビショップ,Julie Bishop (femme politique),,,,,,,,Julie Bishop,Julie Bishop,,,,,,,,,,,Julie Bishop,Джулія Бішоп,ජුලී බිෂොප්,Julie Bishop,جولی بیشاپ,ג'ולי בישופ,জুলি বিশপ,جولي إيزابيل بيشوب,Iulia Bishop,Julie Bishop,جولي إيزابيل بيشوب,জুলি বিশপ,Julie Bishop,Category:Julie Bishop,Julie Bishop,جولی بیشاپ,ג'ולי בישופ,Julie Bishop,Iulia Bishop,"Бишоп, Джули",Julie Bishop (politician),ජුලී බිෂොප්,Джулі Бішоп,Julie Bishop,341/000173819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4354268,Kate Ellis,Kate Ellis,,Kate Ellis,Kate Ellis,,female,1977-09-22,Kate,,,Kate Ellis,Kate Ellis,Kate Ellis,Kate Ellis,,Kate Ellis,/m/0437ly,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kate_Ellis.jpg,,,,,,,,,,,,,,,Kate Ellis,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466220,Pauline Hanson,Pauline Hanson,寶琳·韓森,Pauline Hanson,Pauline Hanson,寶琳·韓森,female,1954-05-27,Pauline,http://www.paulinehanson.net.au/,,Pauline Hanson,Pauline Hanson,Pauline Hanson,Pauline Hanson,,Pauline Hanson,/m/0j5pc,,,Pauline Hanson,Pauline Hanson,Pauline Hanson,Pauline Hanson,,Pauline Hanson,https://upload.wikimedia.org/wikipedia/commons/2/2f/Pauline_Hanson.jpg,92816054,419026,,寶琳·韓森,宝琳·韩森,ポーリン・ハンソン,Pauline Hanson,,,,,n98054473,,nla.party-540409,,,,保琳汉生,,,,,,保琳汉生,,,,,,,,,,,,,,,,Category:Pauline Hanson,,,,,,,,,,,,,,,,,宝琳·韩森,寶琳·韓森,,,,,,宝琳·韩森,寶琳·韓森,폴린 핸슨,Pauline Hanson,ポーリン・ハンソン,폴린 핸슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
